Customer_ID,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend
16,3.0,Excellent,6
810,8.0,Unsatisfactory,7
425,9.0,Very satisfied,8
464,9.0,Excellent,3
724,5.0,Excellent,3
246,1.0,Very satisfied,1
798,10.0,Needs improvement,3
794,5.0,Needs improvement,5
177,1.0,Good service,6
543,9.0,Excellent,3
509,10.0,Very satisfied,4
562,8.0,Needs improvement,5
655,7.0,Good service,5
564,2.0,Needs improvement,9
233,2.0,Unsatisfactory,8
678,4.0,Good service,1
38,9.0,Good service,2
491,9.0,Excellent,5
444,8.0,Unsatisfactory,3
20,5.0,Needs improvement,7
611,7.0,Good service,6
727,9.0,Good service,2
556,3.0,Unsatisfactory,8
111,4.0,Unsatisfactory,5
487,2.0,Good service,6
89,9.0,Needs improvement,8
319,7.0,Very satisfied,6
118,6.0,Very satisfied,10
434,5.0,Needs improvement,3
918,7.0,Good service,7
239,3.0,Very satisfied,4
72,5.0,Unsatisfactory,6
822,2.0,Good service,6
905,5.0,Unsatisfactory,5
399,7.0,Needs improvement,1
816,10.0,Unsatisfactory,8
404,7.0,Good service,10
675,9.0,Good service,2
251,3.0,Needs improvement,4
869,8.0,Good service,3
195,5.0,Unsatisfactory,6
572,7.0,Needs improvement,1
610,1.0,Good service,9
930,1.0,Needs improvement,5
868,4.0,Excellent,5
867,5.0,Very satisfied,4
585,10.0,Very satisfied,4
222,3.0,Unsatisfactory,1
631,6.0,Very satisfied,9
182,3.0,Very satisfied,9
896,5.0,Good service,4
730,1.0,Good service,10
256,3.0,Needs improvement,10
908,7.0,Needs improvement,4
88,3.0,Excellent,7
873,5.0,Unsatisfactory,4
787,7.0,Excellent,1
492,2.0,Good service,9
336,3.0,Very satisfied,2
538,4.0,Excellent,5
407,5.0,Very satisfied,4
633,9.0,Unsatisfactory,8
289,9.0,Very satisfied,6
362,4.0,Unsatisfactory,7
441,9.0,Excellent,2
30,4.0,Good service,4
919,5.684784805011113,Good service,4
714,10.0,Good service,2
894,1.0,Good service,10
548,7.0,Very satisfied,4
637,4.0,Needs improvement,9
223,8.0,Good service,8
747,8.0,Good service,1
124,8.0,Good service,8
982,6.0,Needs improvement,9
683,9.0,Very satisfied,8
998,4.0,Unsatisfactory,10
962,5.0,Unsatisfactory,1
693,4.0,Good service,8
215,5.0,Very satisfied,5
118,2.0,Unsatisfactory,9
227,5.0,Very satisfied,9
891,10.0,Very satisfied,6
444,8.0,Needs improvement,3
549,9.0,Good service,7
829,7.0,Very satisfied,3
608,7.0,Excellent,7
632,6.0,Good service,8
437,2.0,Excellent,5
12,10.0,Very satisfied,5
122,10.0,Unsatisfactory,4
547,9.0,Needs improvement,3
489,5.0,Very satisfied,8
251,6.0,Unsatisfactory,6
579,1.0,Unsatisfactory,6
482,5.0,Very satisfied,2
550,6.0,Unsatisfactory,4
280,10.0,Good service,5
742,2.0,Unsatisfactory,10
337,7.0,Unsatisfactory,5
168,4.0,Very satisfied,3
961,5.0,Very satisfied,10
953,3.0,Good service,5
328,5.0,Excellent,5
246,4.0,Good service,2
591,10.0,Needs improvement,5
626,6.0,Very satisfied,3
301,2.0,Unsatisfactory,3
729,3.0,Needs improvement,5
200,10.0,Unsatisfactory,9
893,1.0,Excellent,2
500,7.0,Very satisfied,9
864,9.0,Good service,3
754,2.0,Excellent,7
13,7.0,Very satisfied,1
366,3.0,Unsatisfactory,1
719,5.0,Unsatisfactory,8
774,6.0,Needs improvement,9
97,8.0,Good service,3
71,4.0,Good service,6
993,2.0,Needs improvement,3
815,3.0,Very satisfied,6
861,8.0,Needs improvement,7
742,7.0,Good service,5
357,6.0,Good service,3
812,5.0,Good service,8
544,5.0,Excellent,5
250,1.0,Needs improvement,1
254,6.0,Needs improvement,9
771,9.0,Excellent,3
182,8.0,Needs improvement,2
852,10.0,Excellent,3
974,1.0,Very satisfied,7
988,6.0,Unsatisfactory,10
166,3.0,Good service,8
4,6.0,Unsatisfactory,2
463,9.0,Unsatisfactory,7
145,6.0,Good service,5
165,8.0,Good service,9
344,6.0,Unsatisfactory,7
998,6.0,Very satisfied,1
874,7.0,Unsatisfactory,1
105,10.0,Very satisfied,6
548,4.0,Excellent,9
314,8.0,Good service,1
169,4.0,Needs improvement,3
520,7.0,Very satisfied,5
963,1.0,Good service,4
926,9.0,Good service,1
598,10.0,Good service,10
811,6.0,Needs improvement,10
505,4.0,Unsatisfactory,7
932,6.0,Needs improvement,10
358,1.0,Good service,2
766,8.0,Needs improvement,4
196,6.0,Excellent,4
310,5.0,Unsatisfactory,9
139,3.0,Needs improvement,2
158,2.0,Unsatisfactory,6
686,4.0,Good service,10
253,7.0,Unsatisfactory,3
319,10.0,Good service,7
182,8.0,Excellent,10
857,3.0,Good service,5
84,2.0,Excellent,6
174,4.0,Needs improvement,9
247,5.0,Needs improvement,8
384,4.0,Good service,8
727,1.0,Good service,9
429,10.0,Unsatisfactory,9
549,3.0,Very satisfied,5
576,5.0,Unsatisfactory,3
625,2.0,Very satisfied,10
674,1.0,Very satisfied,3
127,9.0,Very satisfied,5
684,9.0,Good service,1
530,5.0,Unsatisfactory,3
706,1.0,Good service,2
513,1.0,Very satisfied,9
653,7.0,Needs improvement,7
990,5.684784805011113,Needs improvement,2
533,3.0,Needs improvement,1
264,2.0,Good service,4
624,4.0,Good service,2
481,10.0,Very satisfied,4
10,7.0,Good service,1
558,7.0,Very satisfied,10
196,10.0,Needs improvement,10
137,10.0,Needs improvement,3
627,3.0,Unsatisfactory,2
70,4.0,Excellent,9
441,5.0,Good service,3
984,10.0,Needs improvement,2
255,1.0,Good service,10
246,4.0,Good service,2
757,9.0,Good service,3
969,2.0,Unsatisfactory,2
248,4.0,Good service,3
58,4.0,Unsatisfactory,10
635,4.0,Very satisfied,6
